,index,link_path,time,route_type,route_types,length,origin,destination,activity,frequency,home,mode
0,72938,"['pt-links_973', 'pt-links_974']",13.535495638847351,pt,['bus'],6730.0,336,1005678612,2,0.07142857142857142,336,PT
1,2370,"['pt-links_975', 'pt-links_976', 'pt-links_977', 'pt-links_978']",25.64704447587331,pt,['bus'],7797.0,1005678612,4875657927,6,0.07142857142857142,336,PT
2,42563,"['pt-links_1226', 'pt-links_1275', 'pt-links_1276', 'pt-links_860']",28.583259809017182,pt,['bus'],6929.0,14750287,744280580,41,0.07142857142857142,336,PT
3,74581,"['pt-links_983', 'pt-links_984', 'pt-links_972']",28.860689040025076,pt,['bus'],5099.0,342471623,336,0,0.07142857142857142,336,PT
4,72938,"['pt-links_973', 'pt-links_974']",13.535495638847351,pt,['bus'],6730.0,336,1005678612,2,0.14285714285714285,336,PT
5,2343,"['pt-links_975', 'pt-links_982']",22.018752600749334,pt,['bus'],2661.0,1005678612,342471623,7,0.14285714285714285,336,PT
6,74581,"['pt-links_983', 'pt-links_984', 'pt-links_972']",28.860689040025076,pt,['bus'],5099.0,342471623,336,0,0.14285714285714285,336,PT
7,72938,"['pt-links_973', 'pt-links_974']",13.535495638847351,pt,['bus'],6730.0,336,1005678612,2,0.28571428571428575,336,PT
8,2339,"['pt-links_971', 'pt-links_972']",13.535495638847351,pt,['bus'],6730.0,1005678612,336,0,0.28571428571428575,336,PT
9,106950,"['link-walk_000000001397', 'link-walk_000000001396', 'link-walk_000000001404', 'link-walk_000000001390', 'link-walk_000000001384', 'link-walk_000000001461', 'link-walk_000000001465', 'link-walk_000000000712', 'link-walk_000000000713', 'link-walk_000000000725', 'link-walk_000000000728', 'link-walk_000000008961', 'link-walk_000000000947', 'link-walk_000000000949', 'link-walk_000000000952', 'link-walk_000000000956', 'link-walk_000000000960', 'link-walk_000000000965', 'link-walk_000000000969', 'link-walk_000000000973', 'link-walk_000000009055']",19.103743235270183,walk,"('walk',)",1806.3770000000002,28,495757759,2,0.07142857142857142,28,active
10,121412,"['link-walk_000000001031', 'link-walk_000000000979', 'link-walk_000000000982', 'link-walk_000000009463', 'link-walk_000000000977', 'link-walk_000000001056', 'link-walk_000000001058', 'link-walk_000000001061', 'link-walk_000000009397', 'link-walk_000000003485', 'link-walk_000000003476', 'link-walk_000000003481', 'link-walk_000000005093']",10.441654960314432,walk,"('walk',)",943.318,495757759,495657120,6,0.07142857142857142,28,active
11,281020,"['link-walk_000000011754', 'link-walk_000000005092', 'link-walk_000000003479', 'link-walk_000000003478', 'link-walk_000000003486', 'link-walk_000000009398', 'link-walk_000000001062', 'link-walk_000000001059', 'link-walk_000000001065', 'link-walk_000000001050', 'link-walk_000000001048', 'link-walk_000000012598', 'link-walk_000000000961', 'link-walk_000000000955', 'link-walk_000000000959', 'link-walk_000000001028', 'link-walk_000000000953', 'link-walk_000000007384', 'link-walk_000000007386', 'link-walk_000000002697', 'link-walk_000000002699', 'link-walk_000000002731', 'link-walk_000000000988', 'link-walk_000000000990', 'link-walk_000000002711', 'link-walk_000000000621', 'link-walk_000000000994', 'link-walk_000000000995', 'link-walk_000000012374', 'link-walk_000000012371', 'link-walk_000000012366', 'link-walk_000000012368', 'link-walk_000000012445', 'link-walk_000000012438', 'link-walk_000000012389', 'link-walk_000000012388', 'link-walk_000000012700', 'link-walk_000000011684', 'link-walk_000000011507']",27.006105452775955,walk,"('walk',)",2603.984000000001,495657120,741886865,42,0.07142857142857142,28,active
12,268703,"['link-walk_000000011509', 'link-walk_000000012700', 'link-walk_000000011685', 'link-walk_000000007517', 'link-walk_000000007524', 'link-walk_000000012817', 'link-walk_000000012812', 'link-walk_000000011339', 'link-walk_000000012058', 'link-walk_000000009636', 'link-walk_000000011654', 'link-walk_000000002713', 'link-walk_000000009071', 'link-walk_000000011323', 'link-walk_000000000655', 'link-walk_000000000658', 'link-walk_000000001018']",8.489331899086634,walk,"('walk',)",790.5989999999999,741886865,1169806037,41,0.07142857142857142,28,active
13,289273,"['link-walk_000000001019', 'link-walk_000000000663', 'link-walk_000000000665', 'link-walk_000000000686', 'link-walk_000000004979', 'link-walk_000000000680', 'link-walk_000000001616', 'link-walk_000000001203', 'link-walk_000000000693', 'link-walk_000000000687', 'link-walk_000000000690', 'link-walk_000000000714', 'link-walk_000000000709', 'link-walk_000000000698', 'link-walk_000000000696', 'link-walk_000000000704', 'link-walk_000000011480', 'link-walk_000000011481', 'link-walk_000000002761', 'link-walk_000000002760', 'link-walk_000000012452', 'link-walk_000000012600', 'link-walk_000000012355', 'link-walk_000000012489', 'link-walk_000000012485', 'link-walk_000000012362']",17.32264746427536,walk,"('walk',)",1692.6520000000003,1169806037,1705267522,7,0.07142857142857142,28,active
14,8309,"['link-walk_000000012360', 'link-walk_000000012364', 'link-walk_000000012486', 'link-walk_000000012490', 'link-walk_000000012354', 'link-walk_000000012601', 'link-walk_000000012454', 'link-walk_000000002757', 'link-walk_000000002762', 'link-walk_000000011482', 'link-walk_000000000863', 'link-walk_000000000861', 'link-walk_000000011483', 'link-walk_000000011643', 'link-walk_000000011488', 'link-walk_000000009459', 'link-walk_000000001418', 'link-walk_000000001848', 'link-walk_000000001394']",13.242789294322332,walk,"('walk',)",1243.2240000000002,1705267522,28,0,0.07142857142857142,28,active
15,60662,"['pt-links_863', 'pt-links_915']",24.455825195709863,pt,['bus'],3694.0,28,495757759,2,0.14285714285714285,28,PT
16,135913,"['pt-links_855', 'pt-links_842']",22.363802574078242,pt,['bus'],5769.0,495757759,1705267522,7,0.14285714285714285,28,PT
17,60662,"['pt-links_863', 'pt-links_915']",24.455825195709863,pt,['bus'],3694.0,28,495757759,2,0.28571428571428575,28,PT
18,135938,"['pt-links_855', 'pt-links_842']",24.61070395708084,pt,['bus'],5769.0,495757759,28,0,0.28571428571428575,28,PT
19,105387,"['link-walk_000000000771', 'link-walk_000000000777', 'link-walk_000000001143', 'link-walk_000000001290', 'link-walk_000000001121', 'link-walk_000000004860', 'link-walk_000000011298', 'link-walk_000000004856', 'link-walk_000000001319', 'link-walk_000000001315', 'link-walk_000000000671', 'link-walk_000000001102']",8.529702272017797,walk,"('walk',)",753.1250000000001,140,1005678612,2,0.07142857142857142,140,active
20,280451,"['link-walk_000000001085', 'link-walk_000000000666', 'link-walk_000000000669', 'link-walk_000000000723', 'link-walk_000000001651', 'link-walk_000000000663', 'link-walk_000000000665', 'link-walk_000000000686', 'link-walk_000000004979', 'link-walk_000000000680', 'link-walk_000000001618', 'link-walk_000000000612', 'link-walk_000000000611']",10.198297063509623,walk,"('walk',)",945.514,1005678612,4875657927,6,0.07142857142857142,140,active
21,78928,"['link-walk_000000000615', 'link-walk_000000000618', 'link-walk_000000000678', 'link-walk_000000000680', 'link-walk_000000001616', 'link-walk_000000001202', 'link-walk_000000001614', 'link-walk_000000004981', 'link-walk_000000000683', 'link-walk_000000001647', 'link-walk_000000001649', 'link-walk_000000001640', 'link-walk_000000001642', 'link-walk_000000004869', 'link-walk_000000004871', 'link-walk_000000011275', 'link-walk_000000001316', 'link-walk_000000001318', 'link-walk_000000004855', 'link-walk_000000011299', 'link-walk_000000004859']",10.125959418217342,walk,"('walk',)",956.7069999999999,4875657927,4873864537,42,0.07142857142857142,140,active
