,index,link_path,time,route_type,route_types,length,origin,destination,activity,frequency,home,mode
0,312021,"['pt-links_1175', 'pt-links_1176', 'pt-links_542']",32.360304381450014,pt,['bus'],4916.0,702,4664917092,6,0.07142857142857142,702,PT
1,220148,['pt-links_935'],35.397767933209735,pt,['bus'],2316.0,4664917092,1215308733,42,0.07142857142857142,702,PT
2,110445,['pt-links_938'],31.11723986466726,pt,['bus'],2316.0,1215308733,1222970437,41,0.07142857142857142,702,PT
3,158448,"['pt-links_873', 'pt-links_874', 'pt-links_875', 'pt-links_55', 'pt-links_56']",44.288598189751305,pt,['bus'],7556.0,1222970437,1161446118,7,0.07142857142857142,702,PT
4,44171,['pt-links_1187'],26.515425781408947,pt,['bus'],1021.0,1161446118,702,0,0.07142857142857142,702,PT
5,311753,['pt-links_1175'],23.515425781408947,pt,['bus'],1021.0,702,1161446118,7,0.14285714285714285,702,PT
6,44171,['pt-links_1187'],26.515425781408947,pt,['bus'],1021.0,1161446118,702,0,0.14285714285714285,702,PT
7,195376,"['pt-links_666', 'pt-links_667']",26.176759095986686,pt,['bus'],1033.0,213,4990935407,6,0.07142857142857142,213,PT
8,147841,"['pt-links_78', 'pt-links_79']",33.40997331738472,pt,['bus'],3386.0,1222953224,1215304550,41,0.07142857142857142,213,PT
9,56329,"['link-walk_000000010906', 'link-walk_000000010907', 'link-walk_000000012807', 'link-walk_000000012805', 'link-walk_000000012811', 'link-walk_000000009290', 'link-walk_000000009293', 'link-walk_000000009298', 'link-walk_000000020074', 'link-walk_000000022225']",8.6356813788414,walk,"('walk',)",702.9870000000001,213,742188846,7,0.14285714285714285,213,active
10,25142,"['link-walk_000000022224', 'link-walk_000000022226', 'link-walk_000000020075', 'link-walk_000000009297', 'link-walk_000000009294', 'link-walk_000000009292', 'link-walk_000000012809', 'link-walk_000000012804', 'link-walk_000000012806', 'link-walk_000000010909']",8.6356813788414,walk,"('walk',)",702.9870000000001,742188846,213,0,0.14285714285714285,213,active
11,119692,"['link-walk_000000020663', 'link-walk_000000012779', 'link-walk_000000012773', 'link-walk_000000012771', 'link-walk_000000006133', 'link-walk_000000000147', 'link-walk_000000000142', 'link-walk_000000000145', 'link-walk_000000012368', 'link-walk_000000012371', 'link-walk_000000012372', 'link-walk_000000012374', 'link-walk_000000000862', 'link-walk_000000000866', 'link-walk_000000007892', 'link-walk_000000007893', 'link-walk_000000000868', 'link-walk_000000014612', 'link-walk_000000014614', 'link-walk_000000014617', 'link-walk_000000021192', 'link-walk_000000014625', 'link-walk_000000014622', 'link-walk_000000000875', 'link-walk_000000000871', 'link-walk_000000001573', 'link-walk_000000020736', 'link-walk_000000000885', 'link-walk_000000000877', 'link-walk_000000000882', 'link-walk_000000000888', 'link-walk_000000000891', 'link-walk_000000000898', 'link-walk_000000020801', 'link-walk_000000022340', 'link-walk_000000022335', 'link-walk_000000022339', 'link-walk_000000020795', 'link-walk_000000020790', 'link-walk_000000000063', 'link-walk_000000000039', 'link-walk_000000000043', 'link-walk_000000016595', 'link-walk_000000021396', 'link-walk_000000000060', 'link-walk_000000012273', 'link-walk_000000012272', 'link-walk_000000015755']",28.044123989343642,walk,"('walk',)",2752.2380000000003,1044,4664917092,6,0.07142857142857142,1044,active
12,159755,"['link-walk_000000008464', 'link-walk_000000015754', 'link-walk_000000012270', 'link-walk_000000012275', 'link-walk_000000000059', 'link-walk_000000021395', 'link-walk_000000016594', 'link-walk_000000000042', 'link-walk_000000000041', 'link-walk_000000000061', 'link-walk_000000020789', 'link-walk_000000020793', 'link-walk_000000001579', 'link-walk_000000001585', 'link-walk_000000000064', 'link-walk_000000000070', 'link-walk_000000000067', 'link-walk_000000021555', 'link-walk_000000021435', 'link-walk_000000001620', 'link-walk_000000000090', 'link-walk_000000000095', 'link-walk_000000018836', 'link-walk_000000018839', 'link-walk_000000018842', 'link-walk_000000018845', 'link-walk_000000000074', 'link-walk_000000000073', 'link-walk_000000015836', 'link-walk_000000015848', 'link-walk_000000000077', 'link-walk_000000019488', 'link-walk_000000018909', 'link-walk_000000018906', 'link-walk_000000018744', 'link-walk_000000018899', 'link-walk_000000015881', 'link-walk_000000015877', 'link-walk_000000000087', 'link-walk_000000000080', 'link-walk_000000000083', 'link-walk_000000000831', 'link-walk_000000000828', 'link-walk_000000000835', 'link-walk_000000000840', 'link-walk_000000000842', 'link-walk_000000000825', 'link-walk_000000000767', 'link-walk_000000013204', 'link-walk_000000013207', 'link-walk_000000012936', 'link-walk_000000012941', 'link-walk_000000012938', 'link-walk_000000020695', 'link-walk_000000020698', 'link-walk_000000017370', 'link-walk_000000012957', 'link-walk_000000012953', 'link-walk_000000012949', 'link-walk_000000012946']",36.86398881077766,walk,"('walk',)",3603.4680000000003,4664917092,1222484314,42,0.07142857142857142,1044,active
13,146760,"['link-walk_000000012947', 'link-walk_000000012944', 'link-walk_000000012950', 'link-walk_000000012954', 'link-walk_000000012959', 'link-walk_000000017369', 'link-walk_000000020699', 'link-walk_000000020696', 'link-walk_000000012939', 'link-walk_000000012942', 'link-walk_000000012935', 'link-walk_000000013209', 'link-walk_000000013205', 'link-walk_000000000769', 'link-walk_000000000824', 'link-walk_000000018894', 'link-walk_000000000843', 'link-walk_000000000838', 'link-walk_000000000837', 'link-walk_000000000829', 'link-walk_000000000830', 'link-walk_000000000084', 'link-walk_000000000081', 'link-walk_000000000088', 'link-walk_000000015878', 'link-walk_000000015882', 'link-walk_000000018901', 'link-walk_000000018743', 'link-walk_000000018907', 'link-walk_000000018910', 'link-walk_000000019490', 'link-walk_000000000076', 'link-walk_000000015849', 'link-walk_000000015837']",18.700519305467605,walk,"('walk',)",1787.6100000000001,1222484314,4980584702,41,0.07142857142857142,1044,active
14,199006,"['link-walk_000000000073', 'link-walk_000000015836', 'link-walk_000000015848', 'link-walk_000000000077', 'link-walk_000000019488', 'link-walk_000000018909', 'link-walk_000000018906', 'link-walk_000000018744', 'link-walk_000000018899', 'link-walk_000000015881', 'link-walk_000000015877', 'link-walk_000000000087', 'link-walk_000000000080', 'link-walk_000000000083', 'link-walk_000000000831', 'link-walk_000000000828', 'link-walk_000000000835', 'link-walk_000000000841', 'link-walk_000000019998', 'link-walk_000000000771', 'link-walk_000000000774', 'link-walk_000000000777', 'link-walk_000000000781', 'link-walk_000000017514', 'link-walk_000000000783', 'link-walk_000000011308', 'link-walk_000000000789', 'link-walk_000000000787', 'link-walk_000000000792', 'link-walk_000000018411', 'link-walk_000000018414', 'link-walk_000000020806', 'link-walk_000000020687', 'link-walk_000000020684', 'link-walk_000000020678', 'link-walk_000000018731', 'link-walk_000000018729', 'link-walk_000000017481', 'link-walk_000000017479', 'link-walk_000000017484', 'link-walk_000000020002', 'link-walk_000000020006', 'link-walk_000000013141', 'link-walk_000000013136', 'link-walk_000000006046', 'link-walk_000000006043', 'link-walk_000000012966', 'link-walk_000000013131', 'link-walk_000000012985']",25.678204317887623,walk,"('walk',)",2475.5179999999996,4980584702,1215309411,7,0.07142857142857142,1044,active
