,index,link_path,time,route_type,route_types,length,origin,destination,activity,frequency,home,mode
0,311866,"['pt-links_891', 'pt-links_893', 'pt-links_934', 'pt-links_935']",41.25986569325129,pt,['bus'],5623.0,702,1215309437,2,0.07142857142857142,702,PT
1,111744,['pt-links_938'],31.048748191197713,pt,['bus'],2316.0,1215309437,4664917092,6,0.07142857142857142,702,PT
2,220148,['pt-links_935'],35.397767933209735,pt,['bus'],2316.0,4664917092,1215308733,42,0.07142857142857142,702,PT
3,110445,['pt-links_938'],31.11723986466726,pt,['bus'],2316.0,1215308733,1222970437,41,0.07142857142857142,702,PT
4,158448,"['pt-links_873', 'pt-links_874', 'pt-links_875', 'pt-links_55', 'pt-links_56']",44.288598189751305,pt,['bus'],7556.0,1222970437,1161446118,7,0.07142857142857142,702,PT
5,44171,['pt-links_1187'],26.515425781408947,pt,['bus'],1021.0,1161446118,702,0,0.07142857142857142,702,PT
6,311866,"['pt-links_891', 'pt-links_893', 'pt-links_934', 'pt-links_935']",41.25986569325129,pt,['bus'],5623.0,702,1215309437,2,0.14285714285714285,702,PT
7,111443,"['pt-links_938', 'pt-links_939', 'pt-links_872', 'pt-links_873', 'pt-links_874', 'pt-links_875', 'pt-links_55', 'pt-links_56']",60.97636581857999,pt,['bus'],12164.0,1215309437,1161446118,7,0.14285714285714285,702,PT
8,44171,['pt-links_1187'],26.515425781408947,pt,['bus'],1021.0,1161446118,702,0,0.14285714285714285,702,PT
9,311866,"['pt-links_891', 'pt-links_893', 'pt-links_934', 'pt-links_935']",41.25986569325129,pt,['bus'],5623.0,702,1215309437,2,0.28571428571428575,702,PT
10,111902,"['pt-links_938', 'pt-links_939', 'pt-links_872', 'pt-links_873']",41.13486569325129,pt,['bus'],5623.0,1215309437,702,0,0.28571428571428575,702,PT
11,245809,"['link-walk_000000010904', 'link-walk_000000010897', 'link-walk_000000010943', 'link-walk_000000010963', 'link-walk_000000016582']",9.873577417929967,walk,"('walk',)",858.137,213,1215341029,2,0.07142857142857142,213,active
