,index,link_path,time,route_type,route_types,length,origin,destination,activity,frequency,home,mode
0,312021,"['pt-links_1175', 'pt-links_1176', 'pt-links_542']",32.360304381450014,pt,['bus'],4916.0,702,4664917092,6,0.07142857142857142,702,PT
1,220148,['pt-links_935'],35.397767933209735,pt,['bus'],2316.0,4664917092,1215308733,42,0.07142857142857142,702,PT
2,110445,['pt-links_938'],31.11723986466726,pt,['bus'],2316.0,1215308733,1222970437,41,0.07142857142857142,702,PT
3,158448,"['pt-links_873', 'pt-links_874', 'pt-links_875', 'pt-links_55', 'pt-links_56']",44.288598189751305,pt,['bus'],7556.0,1222970437,1161446118,7,0.07142857142857142,702,PT
4,44171,['pt-links_1187'],26.515425781408947,pt,['bus'],1021.0,1161446118,702,0,0.07142857142857142,702,PT
5,311753,['pt-links_1175'],23.515425781408947,pt,['bus'],1021.0,702,1161446118,7,0.14285714285714285,702,PT
6,44171,['pt-links_1187'],26.515425781408947,pt,['bus'],1021.0,1161446118,702,0,0.14285714285714285,702,PT
7,195376,"['pt-links_666', 'pt-links_667']",26.176759095986686,pt,['bus'],1033.0,213,4990935407,6,0.07142857142857142,213,PT
8,147841,"['pt-links_78', 'pt-links_79']",33.40997331738472,pt,['bus'],3386.0,1222953224,1215304550,41,0.07142857142857142,213,PT
9,56329,"['link-bike_000000010562', 'link-bike_000000010563', 'link-bike_000000012413', 'link-bike_000000012411', 'link-bike_000000012417']",1.6157231707317075,bicycle,"('bicycle',)",441.631,213,742188846,7,0.14285714285714285,213,active
10,25142,"['link-bike_000000008990', 'link-bike_000000012415', 'link-bike_000000012410', 'link-bike_000000012412', 'link-bike_000000010565']",1.6157231707317072,bicycle,"('bicycle',)",441.631,742188846,213,0,0.14285714285714285,213,active
11,119692,"['link-bike_000000019898', 'link-bike_000000012385', 'link-bike_000000012379', 'link-bike_000000012377', 'link-bike_000000005944', 'link-bike_000000000115', 'link-bike_000000000114', 'link-bike_000000011981', 'link-bike_000000011984', 'link-bike_000000011985', 'link-bike_000000000817', 'link-bike_000000000819', 'link-bike_000000018773', 'link-bike_000000000119', 'link-bike_000000019994', 'link-bike_000000019998', 'link-bike_000000000057', 'link-bike_000000000071', 'link-bike_000000001543', 'link-bike_000000020581', 'link-bike_000000000053', 'link-bike_000000000052', 'link-bike_000000001508', 'link-bike_000000001505', 'link-bike_000000020002', 'link-bike_000000000049', 'link-bike_000000000028', 'link-bike_000000000032', 'link-bike_000000016037', 'link-bike_000000020550', 'link-bike_000000000046', 'link-bike_000000011889', 'link-bike_000000011888', 'link-bike_000000015227']",11.127237804878048,bicycle,"('bicycle',)",3041.4450000000006,1044,4664917092,6,0.07142857142857142,1044,active
12,159755,"['link-bike_000000008215', 'link-bike_000000015226', 'link-bike_000000011886', 'link-bike_000000011891', 'link-bike_000000000045', 'link-bike_000000020549', 'link-bike_000000016036', 'link-bike_000000000031', 'link-bike_000000000030', 'link-bike_000000000048', 'link-bike_000000020001', 'link-bike_000000001504', 'link-bike_000000001510', 'link-bike_000000000050', 'link-bike_000000000054', 'link-bike_000000020580', 'link-bike_000000001542', 'link-bike_000000000070', 'link-bike_000000000056', 'link-bike_000000015301', 'link-bike_000000015313', 'link-bike_000000018764', 'link-bike_000000018261', 'link-bike_000000018124', 'link-bike_000000018257', 'link-bike_000000015340', 'link-bike_000000000065', 'link-bike_000000000059', 'link-bike_000000000062', 'link-bike_000000000793', 'link-bike_000000000790', 'link-bike_000000000797', 'link-bike_000000000802', 'link-bike_000000000804', 'link-bike_000000000787', 'link-bike_000000000732', 'link-bike_000000012797', 'link-bike_000000012800', 'link-bike_000000012533', 'link-bike_000000012538', 'link-bike_000000012535', 'link-bike_000000019932', 'link-bike_000000016779', 'link-bike_000000012554', 'link-bike_000000012550', 'link-bike_000000012546', 'link-bike_000000012543']",13.18341951219512,bicycle,"('bicycle',)",3603.468,4664917092,1222484314,42,0.07142857142857142,1044,active
13,146760,"['link-bike_000000012544', 'link-bike_000000012541', 'link-bike_000000012547', 'link-bike_000000012551', 'link-bike_000000012556', 'link-bike_000000016780', 'link-bike_000000019930', 'link-bike_000000012536', 'link-bike_000000012539', 'link-bike_000000012532', 'link-bike_000000012802', 'link-bike_000000012798', 'link-bike_000000000734', 'link-bike_000000000786', 'link-bike_000000018251', 'link-bike_000000000805', 'link-bike_000000000800', 'link-bike_000000000799', 'link-bike_000000000791', 'link-bike_000000000792', 'link-bike_000000000063', 'link-bike_000000000060', 'link-bike_000000000066', 'link-bike_000000015341', 'link-bike_000000018258', 'link-bike_000000018125', 'link-bike_000000018260', 'link-bike_000000018766', 'link-bike_000000015314', 'link-bike_000000015302']",6.540036585365854,bicycle,"('bicycle',)",1787.6100000000001,1222484314,4980584702,41,0.07142857142857142,1044,active
14,199006,"['link-bike_000000000056', 'link-bike_000000015301', 'link-bike_000000015313', 'link-bike_000000018764', 'link-bike_000000018261', 'link-bike_000000018124', 'link-bike_000000018257', 'link-bike_000000015340', 'link-bike_000000000065', 'link-bike_000000000059', 'link-bike_000000000062', 'link-bike_000000000793', 'link-bike_000000000790', 'link-bike_000000000797', 'link-bike_000000000803', 'link-bike_000000019261', 'link-bike_000000000736', 'link-bike_000000000739', 'link-bike_000000000742', 'link-bike_000000000746', 'link-bike_000000016921', 'link-bike_000000000748', 'link-bike_000000010952', 'link-bike_000000000754', 'link-bike_000000000752', 'link-bike_000000000757', 'link-bike_000000017799', 'link-bike_000000017802', 'link-bike_000000020008', 'link-bike_000000019922', 'link-bike_000000019919', 'link-bike_000000019913', 'link-bike_000000018112', 'link-bike_000000018110', 'link-bike_000000016891', 'link-bike_000000016889', 'link-bike_000000016894', 'link-bike_000000019265', 'link-bike_000000019269', 'link-bike_000000012737', 'link-bike_000000012732', 'link-bike_000000005860', 'link-bike_000000005857', 'link-bike_000000012562', 'link-bike_000000012727', 'link-bike_000000012581']",9.056773170731708,bicycle,"('bicycle',)",2475.5179999999996,4980584702,1215309411,7,0.07142857142857142,1044,active
15,330070,"['link-bike_000000012577', 'link-bike_000000012580', 'link-bike_000000012728', 'link-bike_000000012561', 'link-bike_000000012559', 'link-bike_000000012565', 'link-bike_000000012698', 'link-bike_000000014475', 'link-bike_000000018097', 'link-bike_000000012649', 'link-bike_000000012646', 'link-bike_000000012652', 'link-bike_000000018241', 'link-bike_000000005843', 'link-bike_000000005846', 'link-bike_000000005831', 'link-bike_000000005834', 'link-bike_000000013509', 'link-bike_000000014043', 'link-bike_000000014026', 'link-bike_000000014022', 'link-bike_000000014021', 'link-bike_000000013494', 'link-bike_000000013492', 'link-bike_000000013487', 'link-bike_000000013484', 'link-bike_000000000345', 'link-bike_000000000350', 'link-bike_000000005616', 'link-bike_000000019703', 'link-bike_000000019706', 'link-bike_000000015531', 'link-bike_000000009958', 'link-bike_000000009957', 'link-bike_000000012398', 'link-bike_000000012396', 'link-bike_000000012389', 'link-bike_000000012390', 'link-bike_000000015348', 'link-bike_000000015526', 'link-bike_000000015529', 'link-bike_000000012382', 'link-bike_000000012351', 'link-bike_000000012386']",12.945896341463417,bicycle,"('bicycle',)",3538.5449999999996,1215309411,1044,0,0.07142857142857142,1044,active
